id,kind,title,abstract,org,year,status,url,source,is_synthetic
SYN-00112,patent,Energy-efficient open-pit mining planning method for rare earth ore bodies,This patent describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2023,Granted,,SYNTHETIC-DEMO,True
SYN-00113,paper,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2017,Published,,SYNTHETIC-DEMO,True
SYN-00114,project,Scalable geochemical survey and remote sensing approach for rare earth exploration,This project describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2016,Ongoing,,SYNTHETIC-DEMO,True
SYN-00115,project,Novel recycling process for lithium recovery from spent batteries and e-waste,This project describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2025,Ongoing,,SYNTHETIC-DEMO,True
SYN-00116,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2012,Under examination,,SYNTHETIC-DEMO,True
SYN-00117,patent,Scalable open-pit mining planning method for cobalt ore bodies,This patent describes a open-pit mining planning method for cobalt ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2025,Published,,SYNTHETIC-DEMO,True
SYN-00118,project,Selective lithium alloy and cathode materials for battery and magnet applications,This project describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2022,Ongoing,,SYNTHETIC-DEMO,True
SYN-00119,patent,Selective geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2022,Published,,SYNTHETIC-DEMO,True
SYN-00120,paper,Novel open-pit mining planning method for cobalt ore bodies,This paper describes a open-pit mining planning method for cobalt ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2022,Published,,SYNTHETIC-DEMO,True
SYN-00121,project,Low-cost recycling process for lithium recovery from spent batteries and e-waste,This project describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2025,Ongoing,,SYNTHETIC-DEMO,True
SYN-00122,paper,Improved open-pit mining planning method for lithium ore bodies,This paper describes a open-pit mining planning method for lithium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2024,Published,,SYNTHETIC-DEMO,True
SYN-00123,project,Novel lithium alloy and cathode materials for battery and magnet applications,This project describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2017,Ongoing,,SYNTHETIC-DEMO,True
SYN-00124,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00125,project,Energy-efficient froth flotation and magnetic separation process for beneficiation of cobalt ore,This project describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2020,Ongoing,,SYNTHETIC-DEMO,True
SYN-00126,paper,Novel recycling process for lithium recovery from spent batteries and e-waste,This paper describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2024,Published,,SYNTHETIC-DEMO,True
SYN-00127,paper,Improved hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2022,Published,,SYNTHETIC-DEMO,True
SYN-00128,patent,Low-cost lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2020,Abandoned,,SYNTHETIC-DEMO,True
SYN-00129,paper,Novel recycling process for cobalt recovery from spent batteries and e-waste,This paper describes a recycling process for cobalt recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2012,Published,,SYNTHETIC-DEMO,True
SYN-00130,project,Scalable open-pit mining planning method for rare earth ore bodies,This project describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2025,Ongoing,,SYNTHETIC-DEMO,True
SYN-00131,patent,Low-cost lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2023,Published,,SYNTHETIC-DEMO,True
SYN-00132,patent,Novel recycling process for graphite recovery from spent batteries and e-waste,This patent describes a recycling process for graphite recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2018,Published,,SYNTHETIC-DEMO,True
SYN-00133,project,Selective lithium alloy and cathode materials for battery and magnet applications,This project describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2025,Completed,,SYNTHETIC-DEMO,True
SYN-00134,paper,Low-cost lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2022,Published,,SYNTHETIC-DEMO,True
SYN-00135,patent,Novel open-pit mining planning method for lithium ore bodies,This patent describes a open-pit mining planning method for lithium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2024,Granted,,SYNTHETIC-DEMO,True
SYN-00136,paper,Improved froth flotation and magnetic separation process for beneficiation of lithium ore,This paper describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2019,Published,,SYNTHETIC-DEMO,True
SYN-00137,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2025,Published,,SYNTHETIC-DEMO,True
SYN-00138,paper,Low-cost hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2022,Published,,SYNTHETIC-DEMO,True
